代码,名称,market
sz002992,宝明科技,A
sz002993,奥海科技,A
sz002995,天地在线,A
sz002996,顺博合金,A
sz002997,瑞鹄模具,A
sz002998,优彩资源,A
sz002999,天禾股份,A
sz003000,劲仔食品,A
sz003001,中岩大地,A
sz003002,壶化股份,A
sz003003,天元股份,A
sz003004,声迅股份,A
sz003005,竞业达,A
sz003006,百亚股份,A
sz003007,直真科技,A
sz003008,开普检测,A
sz003009,中天火箭,A
sz003010,若羽臣,A
sz003011,海象新材,A
sz003012,东鹏控股,A
sz003013,地铁设计,A
sz003015,日久光电,A
sz003016,欣贺股份,A
sz003017,大洋生物,A
sz003018,金富科技,A
sz003019,宸展光电,A
sz003020,立方制药,A
sz003021,兆威机电,A
sz003022,联泓新科,A
sz003023,彩虹集团,A
sz003025,思进智能,A
sz003026,中晶科技,A
sz003027,同兴科技,A
sz003028,振邦智能,A
sz003029,吉大正元,A
sz003030,祖名股份,A
sz003031,中瓷电子,A
sz003032,传智教育,A
sz003033,征和工业,A
sz003035,南网能源,A
sz003036,泰坦股份,A
sz003037,三和管桩,A
sz003038,鑫铂股份,A
sz003039,顺控发展,A
sz003040,楚天龙,A
sz003041,真爱美家,A
sz003042,中农联合,A
sz003043,华亚智能,A
sz003816,中国广核,A
sz300001,特锐德,A
sz300002,神州泰岳,A
sz300003,乐普医疗,A
sz300004,南风股份,A
sz300005,探路者,A
sz300006,莱美药业,A
sz300007,汉威科技,A
sz300008,天海防务,A
sz300009,安科生物,A
sz300010,ST豆神,A
sz300011,鼎汉技术,A
sz300012,华测检测,A
sz300013,新宁物流,A
sz300014,亿纬锂能,A
sz300015,爱尔眼科,A
sz300016,北陆药业,A
sz300017,网宿科技,A
sz300018,中元股份,A
sz300019,硅宝科技,A
sz300020,ST银江,A
sz300021,大禹节水,A
sz300022,吉峰科技,A
sz300024,机器人,A
sz300025,华星创业,A
sz300026,红日药业,A
sz300027,ST华谊,A
sz300029,*ST天龙,A
sz300030,阳普医疗,A
sz300031,宝通科技,A
sz300032,金龙机电,A
sz300033,同花顺,A
sz300034,钢研高纳,A
sz300035,中科电气,A
sz300036,超图软件,A
sz300037,新宙邦,A
sz300039,上海凯宝,A
sz300040,九洲集团,A
sz300041,回天新材,A
sz300042,朗科科技,A
sz300043,星辉娱乐,A
sz300044,*ST赛为,A
sz300045,华力创通,A
sz300046,台基股份,A
sz300047,天源迪科,A
sz300048,合康新能,A
sz300049,福瑞医科,A
sz300050,世纪鼎利,A
sz300051,琏升科技,A
sz300052,中青宝,A
sz300053,航宇微,A
sz300054,鼎龙股份,A
sz300055,万邦达,A
sz300056,中创环保,A
sz300057,万顺新材,A
sz300058,蓝色光标,A
sz300059,东方财富,A
sz300061,旗天科技,A
sz300062,中能电气,A
sz300063,天龙集团,A
sz300065,海兰信,A
sz300066,三川智慧,A
sz300067,安诺其,A
sz300068,ST南都,A
sz300069,金利华电,A
sz300070,碧水源,A
sz300071,福石控股,A
sz300072,海新能科,A
sz300073,当升科技,A
sz300074,华平股份,A
sz300075,数字政通,A
sz300076,*ST宁视,A
sz300077,国民技术,A
sz300078,思创智联,A
sz300079,数码视讯,A
sz300080,易成新能,A
sz300081,ST恒信,A
sz300082,奥克股份,A
sz300083,创世纪,A
sz300084,海默科技,A
sz300085,银之杰,A
sz300086,康芝药业,A
sz300087,荃银高科,A
sz300088,长信科技,A
sz300091,*ST金灵,A
sz300092,科新机电,A
sz300093,金刚光伏,A
sz300094,国联水产,A
sz300095,华伍股份,A
sz300096,ST易联众,A
sz300097,智云股份,A
sz300098,高新兴,A
sz300099,尤洛卡,A
sz300100,双林股份,A
sz300101,振芯科技,A
sz300102,乾照光电,A
sz300103,达刚控股,A
sz300105,龙源技术,A
sz300106,西部牧业,A
sz300107,建新股份,A
sz300109,新开源,A
sz300110,华仁药业,A
sz300111,向日葵,A
sz300112,万讯自控,A
sz300113,顺网科技,A
sz300115,长盈精密,A
sz300118,东方日升,A
sz300119,瑞普生物,A
sz300120,经纬辉开,A
sz300121,阳谷华泰,A
sz300122,智飞生物,A
sz300123,ST亚光,A
sz300124,汇川技术,A
sz300125,*ST聆达,A
sz300126,锐奇股份,A
sz300127,银河磁体,A
sz300128,锦富技术,A
sz300129,泰胜风能,A
sz300130,新国都,A
sz300131,英唐智控,A
sz300132,青松股份,A
sz300133,华策影视,A
sz300134,大富科技,A
sz300135,宝利国际,A
sz300136,信维通信,A
sz300137,先河环保,A
sz300138,晨光生物,A
sz300139,晓程科技,A
sz300140,节能环境,A
sz300141,和顺电气,A
sz300142,沃森生物,A
sz300143,盈康生命,A
sz300144,宋城演艺,A
sz300145,南方泵业,A
sz300146,汤臣倍健,A
sz300147,*ST香雪,A
sz300148,天舟文化,A
sz300149,睿智医药,A
sz300150,世纪瑞尔,A
sz300151,昌红科技,A
sz300152,*ST动力,A
sz300153,科泰电源,A
sz300154,瑞凌股份,A
sz300155,安居宝,A
sz300157,新锦动力,A
sz300158,振东制药,A
sz300159,*ST新研,A
sz300160,秀强股份,A
sz300161,华中数控,A
sz300162,雷曼光电,A
sz300163,先锋新材,A
sz300164,通源石油,A
sz300165,天瑞仪器,A
sz300166,东方国信,A
sz300167,ST迪威迅,A
sz300168,万达信息,A
sz300169,天晟新材,A
sz300170,汉得信息,A
sz300171,东富龙,A
sz300172,中电环保,A
sz300173,ST福能,A
sz300174,元力股份,A
sz300175,朗源股份,A
sz300176,鸿特科技,A
sz300177,中海达,A
sz300179,四方达,A
sz300180,华峰超纤,A
sz300181,佐力药业,A
sz300182,捷成股份,A
sz300183,东软载波,A
sz300184,力源信息,A
sz300185,通裕重工,A
sz300187,永清环保,A
sz300188,国投智能,A
sz300189,神农种业,A
sz300190,维尔利,A
sz300191,潜能恒信,A
sz300192,科德教育,A
sz300193,佳士科技,A
sz300194,福安药业,A
sz300195,长荣股份,A
sz300196,长海股份,A
sz300197,节能铁汉,A
sz300198,*ST纳川,A
sz300199,翰宇药业,A
sz300200,高盟新材,A
sz300201,海伦哲,A
sz300203,聚光科技,A
sz300204,舒泰神,A
sz300205,*ST天喻,A
sz300206,理邦仪器,A
sz300207,欣旺达,A
sz300209,行云科技,A
sz300210,森远股份,A
sz300211,*ST亿通,A
sz300212,*ST易录,A
sz300213,佳讯飞鸿,A
sz300214,日科化学,A
sz300215,电科院,A
sz300217,东方电热,A
sz300218,安利股份,A
sz300219,鸿利智汇,A
sz300220,金运激光,A
sz300221,银禧科技,A
sz300222,科大智能,A
sz300223,北京君正,A
sz300224,正海磁材,A
sz300225,金力泰,A
sz300226,上海钢联,A
sz300227,光韵达,A
sz300228,富瑞特装,A
sz300229,拓尔思,A
sz300230,永利股份,A
sz300231,银信科技,A
sz300232,洲明科技,A
sz300233,金城医药,A
sz300234,开尔新材,A
sz300235,方直科技,A
sz300236,上海新阳,A
sz300237,ST美晨,A
sz300238,冠昊生物,A
sz300239,东宝生物,A
sz300240,飞力达,A
sz300241,瑞丰光电,A
sz300242,佳云科技,A
sz300243,瑞丰高材,A
sz300244,迪安诊断,A
sz300245,ST天玑,A
sz300246,宝莱特,A
sz300247,融捷健康,A
sz300248,新开普,A
sz300249,依米康,A
sz300250,初灵信息,A
sz300251,光线传媒,A
sz300252,金信诺,A
sz300253,卫宁健康,A
sz300254,仟源医药,A
sz300255,常山药业,A
sz300256,星星科技,A
sz300257,开山股份,A
sz300258,精锻科技,A
sz300259,新天科技,A
sz300260,新莱应材,A
sz300261,雅本化学,A
sz300263,隆华科技,A
sz300264,佳创视讯,A
sz300265,通光线缆,A
sz300266,兴源环境,A
sz300267,尔康制药,A
sz300268,佳沃食品,A
sz300269,联建光电,A
sz300270,中威电子,A
sz300271,华宇软件,A
sz300272,开能健康,A
sz300274,阳光电源,A
sz300275,梅安森,A
sz300276,三丰智能,A
sz300277,汽轮科技,A
sz300278,华昌达,A
sz300279,和晶科技,A
sz300281,金明精机,A
sz300283,温州宏丰,A
sz300284,苏交科,A
sz300285,国瓷材料,A
sz300286,安科瑞,A
sz300287,飞利信,A
sz300288,朗玛信息,A
sz300289,利德曼,A
sz300290,荣科科技,A
sz300291,百纳千成,A
sz300292,吴通控股,A
sz300293,蓝英装备,A
sz300294,博雅生物,A
sz300295,*ST三六,A
sz300296,利亚德,A
sz300298,三诺生物,A
sz300299,富春股份,A
sz300300,海峡创新,A
sz300301,ST长方,A
sz300302,同有科技,A
sz300303,聚飞光电,A
sz300304,云意电气,A
sz300305,裕兴股份,A
sz300306,远方信息,A
sz300307,慈星股份,A
sz300308,中际旭创,A
sz300310,宜通世纪,A
sz300311,ST任子行,A
sz300313,*ST天山,A
sz300314,戴维医疗,A
sz300315,掌趣科技,A
sz300316,晶盛机电,A
sz300317,珈伟新能,A
sz300318,博晖创新,A
sz300319,麦捷科技,A
sz300320,海达股份,A
sz300321,同大股份,A
sz300322,硕贝德,A
sz300323,华灿光电,A
sz300324,旋极信息,A
sz300326,ST凯利,A
sz300327,中颖电子,A
sz300328,宜安科技,A
sz300329,海伦钢琴,A
sz300331,苏大维格,A
sz300332,天壕能源,A
sz300333,兆日科技,A
sz300334,津膜科技,A
sz300335,迪森股份,A
sz300337,银邦股份,A
sz300338,*ST开元,A
sz300339,润和软件,A
sz300340,科恒股份,A
sz300341,麦克奥迪,A
sz300342,天银机电,A
sz300343,ST联创,A
sz300345,华民股份,A
sz300346,南大光电,A
sz300347,泰格医药,A
sz300348,长亮科技,A
sz300349,金卡智能,A
sz300350,华鹏飞,A
sz300351,永贵电器,A
sz300352,ST信源,A
sz300353,东土科技,A
sz300354,东华测试,A
sz300355,蒙草生态,A
sz300357,我武生物,A
sz300358,楚天科技,A
sz300359,全通教育,A
sz300360,炬华科技,A
sz300363,博腾股份,A
sz300364,中文在线,A
sz300365,恒华科技,A
sz300366,ST创意,A
sz300368,汇金股份,A
sz300369,绿盟科技,A
sz300370,安控科技,A
sz300371,汇中股份,A
sz300373,扬杰科技,A
sz300374,中铁装配,A
sz300375,鹏翎股份,A
sz300376,易事特,A
sz300377,赢时胜,A
sz300378,鼎捷数智,A
sz300380,安硕信息,A
sz300381,溢多利,A
sz300382,斯莱克,A
sz300383,光环新网,A
sz300384,三联虹普,A
sz300385,ST雪浪,A
sz300386,飞天诚信,A
sz300387,富邦科技,A
sz300388,节能国祯,A
sz300389,艾比森,A
sz300390,天华新能,A
sz300393,中来股份,A
sz300394,天孚通信,A
sz300395,菲利华,A
sz300396,ST迪瑞,A
sz300397,天和防务,A
sz300398,飞凯材料,A
sz300399,天利科技,A
sz300400,劲拓股份,A
sz300401,花园生物,A
sz300402,宝色股份,A
sz300403,汉宇集团,A
sz300404,博济医药,A
sz300405,科隆股份,A
sz300406,九强生物,A
sz300407,凯发电气,A
sz300408,三环集团,A
sz300409,道氏技术,A
sz300410,正业科技,A
sz300411,金盾股份,A
sz300412,迦南科技,A
sz300413,芒果超媒,A
sz300414,中光防雷,A
sz300415,伊之密,A
sz300416,苏试试验,A
sz300417,南华仪器,A
sz300418,昆仑万维,A
sz300419,ST浩丰,A
sz300420,五洋自控,A
sz300421,力星股份,A
sz300422,博世科,A
sz300423,昇辉科技,A
sz300424,航新科技,A
sz300425,中建环能,A
sz300426,华智数媒,A
sz300427,红相股份,A
sz300428,立中集团,A
sz300429,强力新材,A
sz300430,*ST益通,A
sz300432,富临精工,A
sz300433,蓝思科技,A
sz300434,金石亚药,A
sz300435,中泰股份,A
sz300436,广生堂,A
sz300437,清水源,A
sz300438,鹏辉能源,A
sz300439,美康生物,A
sz300440,运达科技,A
sz300441,鲍斯股份,A
sz300442,润泽科技,A
sz300443,金雷股份,A
sz300444,双杰电气,A
sz300445,康斯特,A
sz300446,航天智造,A
sz300447,全信股份,A
sz300448,浩云科技,A
sz300449,汉邦高科,A
sz300450,先导智能,A
sz300451,创业慧康,A
sz300452,山河药辅,A
sz300453,三鑫医疗,A
sz300454,深信服,A
sz300455,航天智装,A
sz300456,赛微电子,A
sz300457,赢合科技,A
sz300458,全志科技,A
sz300459,汤姆猫,A
sz300460,ST惠伦,A
sz300461,田中精机,A
sz300462,ST华铭,A
sz300463,迈克生物,A
sz300464,星徽股份,A
sz300465,高伟达,A
sz300466,赛摩智能,A
sz300467,迅游科技,A
sz300468,四方精创,A
sz300469,信息发展,A
sz300470,中密控股,A
sz300471,厚普股份,A
sz300472,*ST新元,A
sz300473,德尔股份,A
sz300474,景嘉微,A
sz300475,香农芯创,A
sz300476,胜宏科技,A
sz300477,ST合纵,A
sz300478,杭州高新,A
sz300479,神思电子,A
sz300480,光力科技,A
sz300481,濮阳惠成,A
sz300482,万孚生物,A
sz300483,首华燃气,A
sz300484,蓝海华腾,A
sz300485,赛升药业,A
sz300486,东杰智能,A
sz300487,蓝晓科技,A
sz300488,恒锋工具,A
sz300489,光智科技,A
sz300490,华自科技,A
sz300491,通合科技,A
sz300492,华图山鼎,A
sz300493,润欣科技,A
sz300494,盛天网络,A
sz300496,中科创达,A
sz300497,富祥股份,A
sz300498,温氏股份,A
sz300499,高澜股份,A
sz300500,启迪设计,A
sz300501,海顺新材,A
sz300502,新易盛,A
sz300503,昊志机电,A
sz300504,天邑股份,A
sz300505,川金诺,A
sz300506,ST名家汇,A
sz300507,苏奥传感,A
sz300508,维宏股份,A
sz300509,新美星,A
sz300510,金冠股份,A
sz300511,雪榕生物,A
sz300512,中亚股份,A
sz300513,恒实科技,A
sz300514,友讯达,A
sz300515,三德科技,A
sz300516,久之洋,A
sz300517,海波重科,A
sz300518,新迅达,A
sz300519,新光药业,A
sz300520,科大国创,A
sz300521,爱司凯,A
sz300522,世名科技,A
sz300523,辰安科技,A
sz300525,博思软件,A
sz300527,ST应急,A
sz300528,幸福蓝海,A
sz300529,健帆生物,A
sz300530,领湃科技,A
sz300531,优博讯,A
sz300532,今天国际,A
sz300533,冰川网络,A
sz300534,陇神戎发,A
sz300535,达威股份,A
sz300536,农尚环境,A
sz300537,广信材料,A
sz300538,同益股份,A
sz300539,横河精密,A
sz300540,蜀道装备,A
sz300541,先进数通,A
sz300542,新晨科技,A
sz300543,朗科智能,A
sz300545,联得装备,A
sz300546,雄帝科技,A
sz300547,川环科技,A
sz300548,长芯博创,A
sz300549,优德精密,A
sz300550,和仁科技,A
sz300551,古鳌科技,A
sz300552,万集科技,A
sz300553,集智股份,A
sz300554,三超新材,A
sz300555,ST路通,A
sz300556,丝路视觉,A
sz300557,理工光科,A
sz300558,贝达药业,A
sz300559,佳发教育,A
sz300560,中富通,A
sz300561,汇金科技,A
sz300562,乐心医疗,A
sz300563,神宇股份,A
sz300564,筑博设计,A
sz300565,科信技术,A
sz300566,激智科技,A
sz300567,精测电子,A
sz300568,星源材质,A
sz300569,天能重工,A
sz300570,太辰光,A
sz300571,平治信息,A
sz300572,安车检测,A
sz300573,兴齐眼药,A
sz300575,中旗股份,A
sz300576,容大感光,A
sz300577,开润股份,A
sz300578,会畅科技,A
sz300579,数字认证,A
sz300580,贝斯特,A
sz300581,晨曦航空,A
sz300582,英飞特,A
sz300583,赛托生物,A
sz300584,海辰药业,A
sz300585,奥联电子,A
sz300586,美联新材,A
sz300587,天铁科技,A
sz300588,熙菱信息,A
sz300589,江龙船艇,A
sz300590,移为通信,A
sz300591,万里马,A
sz300592,华凯易佰,A
sz300593,新雷能,A
sz300594,ST朗进,A
sz300595,欧普康视,A
sz300596,利安隆,A
sz300597,吉大通信,A
sz300598,诚迈科技,A
sz300599,雄塑科技,A
sz300600,国瑞科技,A
sz300601,康泰生物,A
sz300602,飞荣达,A
sz300603,立昂技术,A
sz300604,长川科技,A
sz300605,恒锋信息,A
sz300606,金太阳,A
sz300607,拓斯达,A
sz300608,思特奇,A
sz300609,汇纳科技,A
sz300610,晨化股份,A
sz300611,美力科技,A
sz300612,宣亚国际,A
sz300613,富瀚微,A
sz300614,百川畅银,A
sz300615,欣天科技,A
sz300616,尚品宅配,A
sz300617,安靠智电,A
sz300618,寒锐钴业,A
sz300619,金银河,A
sz300620,光库科技,A
sz300621,维业股份,A
sz300622,博士眼镜,A
sz300623,捷捷微电,A
sz300624,万兴科技,A
sz300625,三雄极光,A
sz300626,华瑞股份,A
sz300627,华测导航,A
sz300628,亿联网络,A
sz300629,新劲刚,A
sz300631,久吾高科,A
sz300632,光莆股份,A
sz300633,开立医疗,A
sz300634,彩讯股份,A
sz300635,中达安,A
sz300636,同和药业,A
sz300637,扬帆新材,A
sz300638,广和通,A
sz300639,凯普生物,A
sz300640,德艺文创,A
sz300641,正丹股份,A
sz300642,透景生命,A
sz300643,万通智控,A
sz300644,南京聚隆,A
sz300645,正元智慧,A
sz300647,超频三,A
sz300648,星云股份,A
sz300649,杭州园林,A
sz300650,太龙股份,A
sz300651,金陵体育,A
sz300652,雷迪克,A
sz300653,正海生物,A
sz300654,世纪天鸿,A
sz300655,晶瑞电材,A
sz300656,民德电子,A
sz300657,弘信电子,A
sz300658,延江股份,A
sz300659,中孚信息,A
sz300660,江苏雷利,A
sz300661,圣邦股份,A
sz300662,科锐国际,A
sz300663,科蓝软件,A
sz300664,鹏鹞环保,A
sz300665,飞鹿股份,A
sz300666,江丰电子,A
sz300667,必创科技,A
sz300668,杰恩股份,A
sz300669,沪宁股份,A
sz300670,大烨智能,A
sz300671,富满微,A
sz300672,国科微,A
sz300673,佩蒂股份,A
sz300674,宇信科技,A
sz300675,建科院,A
sz300676,华大基因,A
sz300677,英科医疗,A
sz300678,中科信息,A
sz300679,电连技术,A
sz300680,隆盛科技,A
sz300681,英搏尔,A
sz300682,朗新科技,A
sz300683,海特生物,A
sz300684,中石科技,A
sz300685,艾德生物,A
sz300686,智动力,A
sz300687,赛意信息,A
sz300688,创业黑马,A
sz300689,澄天伟业,A
sz300690,双一科技,A
sz300691,联合光电,A
sz300692,中赋科技,A
sz300693,盛弘股份,A
sz300694,蠡湖股份,A
sz300695,兆丰股份,A
sz300696,爱乐达,A
sz300697,电工合金,A
sz300698,万马科技,A
sz300699,光威复材,A
sz300700,岱勒新材,A
sz300701,森霸传感,A
sz300702,天宇股份,A
sz300703,创源股份,A
sz300705,九典制药,A
sz300706,阿石创,A
sz300707,威唐工业,A
sz300708,聚灿光电,A
sz300709,精研科技,A
sz300710,万隆光电,A
sz300711,广哈通信,A
sz300712,永福股份,A
sz300713,英可瑞,A
sz300715,凯伦股份,A
sz300716,*ST泉为,A
sz300717,华信新材,A
sz300718,长盛轴承,A
sz300719,安达维尔,A
sz300720,海川智能,A
sz300721,怡达股份,A
sz300722,新余国科,A
sz300723,一品红,A
sz300724,捷佳伟创,A
sz300725,药石科技,A
sz300726,宏达电子,A
sz300727,润禾材料,A
sz300729,乐歌股份,A
sz300730,科创信息,A
sz300731,科创新源,A
sz300732,设研院,A
sz300733,西菱动力,A
sz300735,光弘科技,A
sz300736,百邦科技,A
sz300737,科顺股份,A
sz300738,奥飞数据,A
sz300739,明阳电路,A
sz300740,水羊股份,A
sz300741,华宝股份,A
sz300743,天地数码,A
sz300745,欣锐科技,A
sz300746,汉嘉数智,A
sz300747,锐科激光,A
sz300748,金力永磁,A
sz300749,顶固集创,A
sz300750,宁德时代,A
sz300751,迈为股份,A
sz300752,隆利科技,A
sz300753,爱朋医疗,A
sz300755,华致酒行,A
sz300756,金马游乐,A
sz300757,罗博特科,A
sz300758,七彩化学,A
sz300759,康龙化成,A
sz300760,迈瑞医疗,A
sz300761,立华股份,A
sz300762,上海瀚讯,A
sz300763,锦浪科技,A
sz300765,新诺威,A
sz300766,每日互动,A
sz300767,震安科技,A
sz300768,迪普科技,A
sz300769,德方纳米,A
sz300770,新媒股份,A
sz300771,智莱科技,A
sz300772,运达股份,A
sz300773,拉卡拉,A
sz300774,倍杰特,A
sz300775,三角防务,A
sz300776,帝尔激光,A
sz300777,中简科技,A
sz300778,新城市,A
sz300779,惠城环保,A
sz300780,德恩精工,A
sz300781,因赛集团,A
sz300782,卓胜微,A
sz300783,三只松鼠,A
sz300784,利安科技,A
sz300785,值得买,A
sz300786,国林科技,A
sz300787,海能实业,A
sz300788,中信出版,A
sz300789,唐源电气,A
sz300790,宇瞳光学,A
sz300791,仙乐健康,A
sz300792,壹网壹创,A
sz300793,佳禾智能,A
sz300795,米奥会展,A
sz300796,贝斯美,A
sz300797,钢研纳克,A
sz300798,锦鸡股份,A
sz300800,力合科技,A
sz300801,泰和科技,A
sz300802,矩子科技,A
sz300803,指南针,A
sz300804,广康生化,A
sz300805,电声股份,A
sz300806,斯迪克,A
sz300807,天迈科技,A
sz300808,久量股份,A
sz300809,华辰装备,A
sz300810,中科海讯,A
sz300811,铂科新材,A
sz300812,易天股份,A
sz300813,泰林生物,A
sz300814,中富电路,A
sz300815,玉禾田,A
sz300816,艾可蓝,A
sz300817,双飞集团,A
sz300818,耐普矿机,A
sz300819,聚杰微纤,A
sz300820,英杰电气,A
sz300821,东岳硅材,A
sz300822,贝仕达克,A
sz300823,建科智能,A
sz300824,北鼎股份,A
sz300825,阿尔特,A
sz300826,测绘股份,A
sz300827,上能电气,A
sz300828,锐新科技,A
sz300829,金丹科技,A
sz300830,金现代,A
sz300831,ST派瑞,A
sz300832,新产业,A
sz300833,浩洋股份,A
sz300834,星辉环材,A
sz300835,龙磁科技,A
sz300836,佰奥智能,A
sz300837,浙矿股份,A
sz300838,浙江力诺,A
sz300839,博汇股份,A
sz300840,酷特智能,A
sz300841,康华生物,A
sz300842,帝科股份,A
sz300843,胜蓝股份,A
sz300844,山水比德,A
sz300845,捷安高科,A
sz300846,首都在线,A
sz300847,中船汉光,A
sz300848,美瑞新材,A
sz300849,锦盛新材,A
sz300850,新强联,A
sz300851,交大思诺,A
sz300852,四会富仕,A
sz300853,申昊科技,A
sz300854,中兰环保,A
sz300855,图南股份,A
sz300856,科思股份,A
sz300857,协创数据,A
sz300858,科拓生物,A
sz300859,西域旅游,A
sz300860,锋尚文化,A
sz300861,美畅股份,A
sz300862,蓝盾光电,A
sz300863,卡倍亿,A
sz300864,南大环境,A
sz300865,大宏立,A
sz300866,安克创新,A
sz300867,圣元环保,A
sz300868,杰美特,A
sz300869,康泰医学,A
sz300870,欧陆通,A
sz300871,回盛生物,A
sz300872,天阳科技,A
sz300873,海晨股份,A
sz300875,捷强装备,A
sz300876,蒙泰高新,A
sz300877,金春股份,A
sz300878,维康药业,A
sz300879,大叶股份,A
sz300880,迦南智能,A
sz300881,盛德鑫泰,A
sz300882,万胜智能,A
sz300883,龙利得,A
sz300884,狄耐克,A
sz300885,海昌新材,A
sz300886,华业香料,A
sz300887,谱尼测试,A
sz300888,稳健医疗,A
sz300889,爱克股份,A
sz300890,翔丰华,A
sz300891,惠云钛业,A
sz300892,品渥食品,A
sz300893,松原安全,A
sz300894,火星人,A
sz300895,铜牛信息,A
sz300896,爱美客,A
sz300897,山科智能,A
sz300898,熊猫乳品,A
sz300899,上海凯鑫,A
sz300900,广联航空,A
sz300901,中胤时尚,A
sz300902,国安达,A
sz300903,科翔股份,A
sz300904,威力传动,A
sz300905,宝丽迪,A
sz300906,日月明,A
sz300907,康平科技,A
sz300908,仲景食品,A
sz300909,汇创达,A
sz300910,瑞丰新材,A
sz300911,亿田智能,A
sz300912,凯龙高科,A
sz300913,兆龙互连,A
sz300915,海融科技,A
sz300916,朗特智能,A
sz300917,特发服务,A
sz300918,南山智尚,A
sz300919,中伟新材,A
sz300920,润阳科技,A
sz300921,南凌科技,A
sz300922,天秦装备,A
sz300923,研奥股份,A
sz300925,法本信息,A
sz300926,博俊科技,A
sz300927,江天化学,A
sz300928,华安鑫创,A
sz300929,华骐环保,A
sz300930,屹通新材,A
sz300931,通用电梯,A
sz300932,三友联众,A
sz300933,中辰股份,A
sz300935,盈建科,A
sz300936,中英科技,A
sz300937,药易购,A
sz300938,信测标准,A
sz300939,秋田微,A
sz300940,南极光,A
sz300941,创识科技,A
sz300942,易瑞生物,A
sz300943,春晖智控,A
sz300945,曼卡龙,A
sz300946,恒而达,A
sz300947,德必集团,A
sz300948,冠中生态,A
sz300949,奥雅股份,A
sz300950,德固特,A
sz300951,博硕科技,A
sz300952,恒辉安防,A
sz300953,震裕科技,A
sz300955,嘉亨家化,A
sz300956,英力股份,A
sz300957,贝泰妮,A
sz300958,建工修复,A
sz300959,线上线下,A
sz300960,通业科技,A
sz300961,深水海纳,A
sz300962,中金辐照,A
sz300963,中洲特材,A
sz300964,本川智能,A
sz300965,恒宇信通,A
sz300966,共同药业,A
sz300967,晓鸣股份,A
sz300968,格林精密,A
sz300969,恒帅股份,A
sz300970,华绿生物,A
sz300971,博亚精工,A
sz300972,万辰集团,A
sz300973,立高食品,A
sz300975,商络电子,A
sz300976,达瑞电子,A
sz300977,深圳瑞捷,A
sz300978,东箭科技,A
sz300979,华利集团,A
sz300980,祥源新材,A
sz300981,中红医疗,A
sz300982,苏文电能,A
sz300983,尤安设计,A
sz300984,金沃股份,A
sz300985,致远新能,A
sz300986,志特新材,A
sz300987,川网传媒,A
sz300988,津荣天宇,A
sz300989,蕾奥规划,A
sz300990,同飞股份,A
sz300991,创益通,A
sz300992,泰福泵业,A
sz300993,玉马科技,A
sz300994,久祺股份,A
sz300995,奇德新材,A
sz300996,普联软件,A
sz300997,欢乐家,A
sz300998,宁波方正,A
sz300999,金龙鱼,A
sz301000,肇民科技,A
sz301001,凯淳股份,A
sz301002,崧盛股份,A
sz301003,江苏博云,A
sz301004,嘉益股份,A
sz301005,超捷股份,A
sz301006,迈拓股份,A
sz301007,德迈仕,A
sz301008,宏昌科技,A
sz301009,可靠股份,A
sz301010,晶雪节能,A
sz301011,华立科技,A
sz301012,扬电科技,A
sz301013,利和兴,A
sz301015,百洋医药,A
sz301016,雷尔伟,A
sz301017,漱玉平民,A
sz301018,申菱环境,A
sz301019,宁波色母,A
sz301020,密封科技,A
sz301021,英诺激光,A
sz301022,海泰科,A
sz301023,奕帆传动,A
sz301024,霍普股份,A
sz301025,读客文化,A
sz301026,浩通科技,A
sz301027,华蓝集团,A
sz301028,鼎熔岩,A
sz301029,怡合达,A
sz301030,*ST仕净,A
sz301031,中熔电气,A
sz301032,新柴股份,A
sz301033,迈普医学,A
sz301035,润丰股份,A
sz301036,双乐股份,A
sz301037,保立佳,A
sz301038,深水规院,A
sz301039,中集车辆,A
sz301040,中环海陆,A
sz301041,金百泽,A
sz301042,安联锐视,A
sz301043,绿岛风,A
sz301045,天禄科技,A
sz301046,能辉科技,A
sz301047,义翘神州,A
sz301048,金鹰重工,A
sz301049,超越科技,A
sz301050,雷电微力,A
sz301051,信濠光电,A
sz301052,果麦文化,A
sz301053,远信工业,A
sz301055,张小泉,A
sz301056,森赫股份,A
sz301057,汇隆新材,A
sz301058,中粮科工,A
sz301059,金三江,A
sz301060,兰卫医学,A
sz301061,匠心家居,A
sz301062,上海艾录,A
sz301063,海锅股份,A
sz301065,本立科技,A
sz301066,万事利,A
sz301067,显盈科技,A
sz301068,大地海洋,A
sz301069,凯盛新材,A
sz301070,开勒股份,A
sz301071,力量钻石,A
sz301072,中捷精工,A
sz301073,君亭酒店,A
sz301075,多瑞医药,A
sz301076,新瀚新材,A
sz301077,星华新材,A
sz301078,孩子王,A
sz301079,邵阳液压,A
sz301080,百普赛斯,A
sz301081,严牌股份,A
sz301082,久盛电气,A
sz301083,百胜智能,A
sz301085,亚康股份,A
sz301086,鸿富瀚,A
sz301087,可孚医疗,A
sz301088,戎美股份,A
sz301089,拓新药业,A
sz301090,华润材料,A
sz301091,深城交,A
sz301092,争光股份,A
sz301093,华兰股份,A
sz301095,广立微,A
sz301096,百诚医药,A
sz301097,天益医疗,A
sz301098,金埔园林,A
sz301099,雅创电子,A
sz301100,风光股份,A
sz301101,明月镜片,A
sz301102,兆讯传媒,A
sz301103,何氏眼科,A
sz301105,鸿铭股份,A
sz301106,骏成科技,A
